Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C,Patent Number,Kind Code,Source,norm_number
checked,,72,,,,,,,US 20260011460 A1,2026-01-08,98370721,10,SYSTEMS AND METHODS FOR DECAY HEAT REMOVAL FROM AN EXTERIOR OF A NUCLEAR REACTOR,G21C15/12;G21C15/18;G21C15/243;G21C15/28,Y02E30/30,Bass; Derek et al.,,18/765261,2024-07-06,,,1/1,,GE-Hitachi Nuclear Energy Americas LLC,,,9.573512,,20260011460,A1,US-PGPUB,20260011460
checked,,73,,,,,,,US 20260001564 A1,2026-01-01,92729903,13,Ecological Driving Oriented to Complex Traffic Scenarios for Connected Energy Vehicles,B60W50/0098;G08G1/0145;B60W20/15;B60W40/107;G08G1/08;G08G1/081;G08G1/167,B60K28/00;B60W2050/0028;B60W2520/10;B60W2520/105;B60W2552/10;B60W2554/4041;B60W2554/4042;B60W2554/802;B60W2555/60,Hu; Xiaosong et al.,,19/184147,2025-04-21,,,1/1,,Chongqing University,,,13.824043,,20260001564,A1,US-PGPUB,20260001564
checked,,74,,,,,,,US 20260005644 A1,2026-01-01,98222896,37,FULLY AUTOMATED FACTORY FOR SOLAR PLANT,F24S30/425;H02S20/32;H02S30/10,F24S25/00;F24S2025/014,Hansel; Adam et al.,"Terabase Energy, Inc.",18/757407,2024-06-27,,,1/1,,"Terabase Energy, Inc.",,,11.121491,,20260005644,A1,US-PGPUB,20260005644
checked,,75,,,,,,,US 20250390623 A1,2025-12-25,96884374,15,IOT LARGE MODEL SYSTEMS AND METHODS FOR MONITORING SMART CITY BUILDING DEFORMATION,G06F30/13,,SHAO; Hanshu et al.,"CHENGDU QINCHUAN IOT TECHNOLOGY CO., LTD.",19/315473,2025-08-29,,,1/1,,"CHENGDU QINCHUAN IOT TECHNOLOGY CO., LTD.",,,18.34191,,20250390623,A1,US-PGPUB,20250390623
checked,,76,,,,,,,US 20250371689 A1,2025-12-04,97872058,9,SYSTEM FOR EXECUTING SAFETY INSPECTION AND MAINTENANCE OF OUTDOOR BILLBOARD BY USING DRONE,G06T7/0002;G06V20/17;B64C39/024;B64U50/37;B64U80/25;G01R31/40;G05D1/661;G05D1/689;G06T7/20;G06V20/176;G06V20/63;G06V30/133,B64U2101/26;B64U2101/30;B64U2101/31;B64U2201/10;B64U2201/202;G05D2105/89;G05D2107/00;G05D2107/17;G05D2109/254;G06T2207/10032;G06T2207/10048;G06T2207/20081;G06T2207/30242,KIM; Byung Chul,,18/675248,2024-05-28,,,1/1,,KIM; Byung Chul,,,34.763107,,20250371689,A1,US-PGPUB,20250371689
checked,,81,,,,,,,US 20250365210 A1,2025-11-27,97754936,26,ADJUSTING NETWORK PARAMETERS USING MACHINE LEARNING,H04L41/16;G06N20/00;H04L43/0829;H04W24/08;H04W28/0908,,Tyagi; Vineet,,18/672704,2024-05-23,,,1/1,,DISH Wireless L.L.C.,,,31.184254,,20250365210,A1,US-PGPUB,20250365210
checked,,84,,,,,,,US 20250356324 A1,2025-11-20,93016849,89,BUILDING MANAGEMENT SYSTEM WITH GENERATIVE AI-BASED AUTOMATED BUILDING EQUIPMENT DATA GENERATION AND STANDARDIZATION,G06F40/103;G06Q10/20;G06F40/186;G06F40/56;G06Q50/163,,Brown; Julie J. et al.,,19/288598,2025-08-01,,,1/1,,Tyco Fire & Security GmbH,,,22.996387,,20250356324,A1,US-PGPUB,20250356324
checked,,85,,,,,,,US 20250356438 A1,2025-11-20,97679074,12,POWER GRID INTELLIGENCE: AI PLATFORM FOR INFRASTRUCTURE INSPECTION AND LOCALIZATION,G06Q50/06;G01S19/14;G06T7/0002,G06T2207/30184,JIANG; Zhuocheng et al.,"NEC Laboratories America, Inc.",19/204978,2025-05-12,,,1/1,,"NEC Laboratories America, Inc.",,,27.509289,,20250356438,A1,US-PGPUB,20250356438
checked,,86,,,,,,,US 20250348300 A1,2025-11-13,97601061,7,SYSTEM AND METHOD FOR AI-ASSISTED MONITORING AND VALIDATION FOR NETWORK UPGRADES,G06F8/65,,Bhagavathiperumal; Chidambaram et al.,"Aviz Networks, Inc.",18/658836,2024-05-08,,,1/1,,"Aviz Networks, Inc.",,,11.882538,,20250348300,A1,US-PGPUB,20250348300
checked,,87,,,,,,,US 20250349022 A1,2025-11-13,97601415,24,AUTOMATED MONITORING OF VOLUMETRIC PROPERTIES OF WORK PILE MOUNDS,G01B11/22;G06T7/62;G01C21/16;G01S17/89;G01S17/931;G06T17/05,G01C21/1652;G06T2207/10028;G06T2207/20021;G06T2207/30181;G06T2207/30261,Akhlaghi Esfahany; Siamak et al.,,19/199596,2025-05-06,,,1/1,,Correct-AI Inc.,,,19.408623,,20250349022,A1,US-PGPUB,20250349022
checked,,88,,,,,,,US 20250348562 A1,2025-11-13,97601461,48,"Omnipotent Symbolic Execution Kernel for Treaty-Governed Autonomy, Consent Infrastructure, and AGI Identity Sovereignty",G06F21/121,,Odeh; Samuel,,19/274634,2025-07-20,,,1/1,,Odeh; Samuel,,,18.183172,,20250348562,A1,US-PGPUB,20250348562
checked,,89,,,,,,,US 20250346364 A1,2025-11-13,97602024,55,Systems and Methods for Site Monitoring with a Drone,F21V23/02;B64D47/04;B64U10/60;F21V14/003,B64U2201/102;B64U2101/30;B64U2201/202;F21Y2115/10;B64U2101/00;B64D2203/00,Schumann; Robert et al.,,19/273493,2025-07-18,,,1/1,,Blue Vigil LLC,,,21.04098,,20250346364,A1,US-PGPUB,20250346364
checked,,91,,,,,,,US 20260065222 A1,2026-03-05,97602858,20,Systems and Methods of Supply Chain Intelligence Constructed on Semantic Supply Chain Model,G06N20/00;G06Q10/087,,Mehta; Rubesh et al.,,19/380052,2025-11-05,,,1/1,,"Blue Yonder Group, Inc.",,,28.66715,,20260065222,A1,US-PGPUB,20260065222
checked,,92,,,,,,,US 20250341290 A1,2025-11-06,84732917,16,METHOD AND INTERNET OF THINGS SYSTEM FOR DETERMINING INSPECTION ROUTE BASED ON SMART GAS PIPELINE NETWORK SAFETY,F17D5/005;G06Q50/06;G06N20/00;G06Q10/063;G06Q10/20,F17D5/00;G05B15/00;G06N3/0464,SHAO; Zehua et al.,"CHENGDU QINCHUAN IOT TECHNOLOGY CO., LTD.",19/273119,2025-07-17,,,1/1,,"CHENGDU QINCHUAN IOT TECHNOLOGY CO., LTD.",,,21.891815,,20250341290,A1,US-PGPUB,20250341290
checked,,93,,,,,,,US 20250342412 A1,2025-11-06,97524592,16,"USE OF RFID TECHNOLOGY, IOT AND DIGITAL TWIN TO TRACK PRODUCTION, PRODUCTIVITY, SAFETY AND QUALITY METRICS ON LARGE SOLAR PROJECTS",G06Q10/0631;G06Q50/08,,Campbell; Matthew Paul et al.,"Terabase Energy, Inc.",18/655978,2024-05-06,,,1/1,,"Terabase Energy, Inc.",,,29.094988,,20250342412,A1,US-PGPUB,20250342412
checked,,94,,,,,,,US 20250334978 A1,2025-10-30,88418616,16,MANAGEMENT ASSISTANCE SYSTEM FOR BUILDING OR CIVIL ENGINEERING STRUCTURE,G05D1/689;G06Q50/08;G05D1/2446,G05D2111/17;E04G23/00;E04G21/18;G05D2105/89;G05D2105/87;G05D2105/85;G05D2107/90;G05D2109/10,YAMASAKI; Fuminori,,18/867346,2023-05-22,,,1/1,,"IXS CO., LTD.",,,43.33705,,20250334978,A1,US-PGPUB,20250334978
checked,,95,,,,,,,US 20250335423 A1,2025-10-30,91193572,38,METHOD AND SYSTEM FOR AUTOMATED DEPLOYMENT OF A COMPUTING INFRASTRUCTURE,G06F16/2365;G06F16/27;G06F21/53;G06F21/57;G06F21/575;G06F21/6218;G06F21/78;G06F8/61;G06F9/4401;H04L41/0813;H04L41/0843;H04L41/0859;H04L41/5054;H04L67/34,H04L12/4641;H04L41/0886;H04L41/0894;H04L41/12;H04L41/40;H04L67/1095,DEGAT; Yann et al.,,19/193250,2025-04-29,,,1/1,,OVH,,,16.511112,,20250335423,A1,US-PGPUB,20250335423
checked,,96,,,,,,,US 20250330556 A1,2025-10-23,97384245,6,Speed camera system mounted in a mobile restroom,H04N7/18;H04N23/51,,Patterson; Michael Lance,,18/643664,2024-04-23,,,1/1,,Patterson; Michael Lance,,,12.872996,,20250330556,A1,US-PGPUB,20250330556
checked,,98,,,,,,,US 20250314047 A1,2025-10-09,97104271,20,WORK MACHINE IMPLEMENT CONTROL FOR AUTONOMOUS SUBTERRANEAN SURVEYING AND MARKING APPLICATIONS,E02F3/437;E02F9/261;E02F9/245;E02F9/262,,Kenkel; Aaron R. et al.,,18/630332,2024-04-09,,,1/1,,Deere & Company,,,15.075903,,20250314047,A1,US-PGPUB,20250314047
checked,,99,,,,,,,US 20250307487 A1,2025-10-02,97176087,64,AI-POWERED APPARATUS FOR CODE COMPLIANCE ANNOTATION AND REAL-TIME COLLABORATION IN DESIGN PLANS,G06Q30/018;G06F30/12;G06F30/13;G06Q10/103,,Murphy; Patrick E et al.,"CodeComply.Ai, Corp.",19/094719,2025-03-28,,,1/1,,"CodeComply.Ai, Corp.",,,18.937073,,20250307487,A1,US-PGPUB,20250307487
checked,,100,,,,,,,US 20250297914 A1,2025-09-25,97106676,14,METHOD AND SYSTEM FOR BUILDING CLOSED-RANGE INSPECTION,G06T7/0004;G01M5/0033;G01M5/0091;B64D47/08;G01M5/0066;B64C39/024,G06T2207/20081;B64U2101/30;G06T2207/20084,Ang; Ai Kiar et al.,,18/610874,2024-03-20,,,1/1,,INTERNATIONAL BUSINESS MACHINES CORPORATION,,,28.589588,,20250297914,A1,US-PGPUB,20250297914
checked,,101,,,,,,,US 20250292342 A1,2025-09-18,97029098,3,Autonomous Real Estate Investment and Development Platform with Integrated Risk Management and Insurance Framework,G06Q50/163;G06Q40/06;G06Q40/08;G06Q50/08;H04L9/50,,Dor Lavi; Zohar,,19/047727,2025-02-07,,,1/1,,Dor Lavi; Zohar,,,17.082802,,20250292342,A1,US-PGPUB,20250292342
checked,,102,,,,,,,US 20250282400 A1,2025-09-11,93430327,15,SYSTEMS AND METHODS FOR MONITORING RAILWAY INFRASTRUCTURE,B61L23/042;B61L23/048;G01S13/88;G01S17/89;G06N3/045;G06N3/08;G06N20/00;G06T7/0002,B61L2205/04;G01S13/9023;G06T2200/24;G06T2207/20081;G06T2207/30184,Wang; Zhongshuai,,18/936593,2024-11-04,,,1/1,,ApoSys Technologies Inc.,,,37.22251,,20250282400,A1,US-PGPUB,20250282400
checked,,103,,,,,,,US 20250272914 A1,2025-08-28,1000008488071,19,"SYSTEM AND METHOD FOR SENSOR PLACEMENT, CONFIGURATION AND TRACKING",G06T17/00;G06F30/13;G06T15/205;G06T19/006;H04N7/183;H04N17/002;H04N23/66,G06F2111/18;G06T2210/04,Vanwyk; Mychail et al.,,19/062937,2025-02-25,,,1/1,,4Liberty,,,10.864587,,20250272914,A1,US-PGPUB,20250272914
checked,,104,,,,,,,US 20250272641 A1,2025-08-28,88418672,8,PRIVACY PRESERVING SAFETY RISK DETECTION SYSTEM AND METHOD,G06F21/6254;G06Q10/0635;G06Q50/265;G06T11/60;G06V10/70;G06V20/52;G06V40/10;G06V40/20;H04N5/272;H04N7/18,,Muthiah; Annamalai et al.,,18/858304,2023-04-20,,,1/1,,"Muthiah; Annamalai,Dhaliwal; Amogh",,,40.17693,,20250272641,A1,US-PGPUB,20250272641
checked,,105,,,,,,,US 20250269529 A1,2025-08-28,94869479,13,SYSTEM AND METHOD FOR AUTONOMOUS ROBOTIC INSPECTION IN SPACE,B25J9/1676;B25J9/1666,,Bondy; Michel et al.,,19/061606,2025-02-24,,,1/1,,"MacDonald, Dettwiler and Associates Inc.",,,27.478941,,20250269529,A1,US-PGPUB,20250269529
checked,,106,,,,,,,US 20250266169 A1,2025-08-21,96738662,11,"MODEL BUILDING METHOD, AND MONITORING METHOD AND SYSTEM FOR ANIMAL HEALTH STATUS",G16H50/30;G16H50/20;G16B30/00;G16H10/60;G16B40/20;G16H50/50,,CHOY; Chi Tung,,18/928047,2024-10-27,,,1/1,,Petcision Limited,,,18.10094,,20250266169,A1,US-PGPUB,20250266169
checked,,107,,,,,,,US 20250264873 A1,2025-08-21,96739560,15,SYSTEM AND METHOD FOR BUILDING SYSTEM FAULT DETECTION AND POWER MANAGEMENT,F24F11/38;G05B23/0283;G05B23/0264,,JUSTIN; Karl H.,Energy Control Services LLC dba ECS Arizona,18/443291,2024-02-15,,,1/1,,Energy Control Services LLC dba ECS Arizona,,,26.355751,,20250264873,A1,US-PGPUB,20250264873
checked,,108,,,,,,,US 20250258968 A1,2025-08-14,81851074,44,AUTOMATED MONITORING OF CONSTRUCTIONAL SITES,G06F30/13;G06Q10/06,G06Q50/08,MAZUR; Michal et al.,,18/866994,2023-05-19,,,1/1,,AI CLEARING INC.,,,34.72997,,20250258968,A1,US-PGPUB,20250258968
checked,,109,,,,,,,US 20250251256 A1,2025-08-07,96586911,19,SYSTEMS AND METHODS FOR SCALABLE GEOSPATIAL DATA COLLECTION,G01C21/3833;G06V10/82;G01C21/3815;G01C21/3841;G01C21/3848;G01C21/3852;G01S17/89;G06V10/26;G06V20/17;G06V20/194,,Puttagunta; Sravan,,18/614463,2024-03-22,,,1/1,,"Puttagunta; Sravan,Augmented Reality Media Corp.",,,28.901869,,20250251256,A1,US-PGPUB,20250251256
checked,,110,,,,,,,US 20250246882 A1,2025-07-31,96500388,15,INFRASTRUCTURE MONITORING AND INSPECTION,B64U10/14;G01R31/085;H02G1/02,B64U2101/31;B64U2201/20,BUSH; Kyle et al.,,18/424045,2024-01-26,,,1/1,,Florida Power & Light Company,,,28.434813,,20250246882,A1,US-PGPUB,20250246882
checked,,111,,,,,,,US 20250244741 A1,2025-07-31,96501303,6,Real-Time Collision Detection and Illuminated Guidance System Using Computer Vision,G06V10/141;G08B21/02;G06V20/52;G06V40/20;G05B9/02;G05B19/4061;G08B5/36;G06V40/10,,Kilb; Justin Daniel Albert,,18/423143,2024-01-25,,,1/1,,Kilb; Justin Daniel Albert,,,58.067753,,20250244741,A1,US-PGPUB,20250244741
checked,,112,,,,,,,US 20250224993 A1,2025-07-10,96263690,21,Methods For Building And Integrating A Machine Learning-Based Predictor To Provision The CPU Resource For Cloud Databases,G06N20/00;G06F9/505;G06F9/5077;G06N5/01;G06F16/217,G06F2209/5019,Kocberber; Onur et al.,,18/405296,2024-01-05,,,1/1,,Oracle International Corporation,,,46.160492,,20250224993,A1,US-PGPUB,20250224993
checked,,113,,,,,,,US 20250225263 A1,2025-07-10,96263970,5,AI-VERS3-rolling data security methodology for continuous security control of artificial intelligence (AI) data,G06F21/577;G06F21/6218,G06F2221/034,Andrea; Betty Cumberland,,18/445730,2024-01-04,,,1/1,,Andrea; Betty Cumberland,,,13.340496,,20250225263,A1,US-PGPUB,20250225263
checked,,114,,,,,,,US 20250225250 A1,2025-07-10,96263983,27,MANAGING SECURITY FOR APPLICATION DEPLOYMENT,G06F21/577;G06F8/60,,Kaveri Poompatnam Chandrasekaran; Nitish Krishna et al.,GM Cruise Holdings LLC,18/404019,2024-01-04,,,1/1,,GM Cruise Holdings LLC,,,9.469712,,20250225250,A1,US-PGPUB,20250225250
checked,,116,,,,,,,US 20260001431 A1,2026-01-01,96301003,21,DYNAMIC ENERGY MANAGEMNT FOR EV CHARGING WITH REAL-TIME ALLOCATION USING PREDICTIVE CONTROL AND COORDINATION OF FACILITY ENERGY DEMANDS INCLUDING HVAC SYSTEMS,B60L53/63;B60L53/67;B60L53/68;B60L55/00;F24F11/63,B60L2250/16,LI; Carter et al.,,19/210092,2025-05-16,,,1/1,,SWTCH Energy Inc.,,,11.385934,,20260001431,A1,US-PGPUB,20260001431
checked,,117,,,,,,,US 20250209571 A1,2025-06-26,96095394,44,RISK MONITORING SYSTEM WITH SYNTHETIC TRAINING IMAGE GENERATION AND BLENDING USING GENERATIVE ARTIFICIAL INTELLIGENCE,G06V20/70;G06T11/00;G06V20/44;G06T5/50;G06T7/13;G06V10/82;G06V20/52,G06T2207/20084;G06T2207/20221,Kumar; Premanand et al.,,18/771622,2024-07-12,,,1/1,,Tyco Fire & Security GmbH,,,14.115677,,20250209571,A1,US-PGPUB,20250209571
checked,,118,,,,,,,US 20250209627 A1,2025-06-26,96095398,25,DEVICE AND METHOD FOR NON-INVASIVE AND NON-CONTACT PHYSIOLOGICAL WELL BEING MONITORING AND VITAL SIGN ESTIMATION,A61B5/327;A61B5/6895;G06T7/73;A61B5/1128;G06T7/0014;A61B5/6893;G06T7/0012;A61B5/0077;A61B5/7485;A61B5/7267;A61B5/743;A61B5/1102;A61B5/7275;A61B5/6898;G16H50/20;A61B5/746;A61B5/7278,G06T2207/20084;G06T2207/30004;A61B5/02416;G06T2207/10101;G06T2207/30201;A61B5/0022;G06T2207/10016;G06T2207/20081;G06T2207/30268;G06T2207/20076;A61B5/14532;A61B5/0066,Yeh; Pai-chang et al.,BRGX Technologies LLC,19/081519,2025-03-17,,,1/1,,BRGX Technologies LLC,,,57.302814,,20250209627,A1,US-PGPUB,20250209627
checked,,119,,,,,,,US 20250200488 A1,2025-06-19,88021917,10,AUTOMATED HUMAN MOTION RECOGNITION WORKSITE AUDITING,G06Q10/06395;G06V40/172;G06Q10/0631;G06Q10/0639;G06Q10/06398;G06Q10/1091;G06Q50/02;G06V10/761;G06V10/764;G06V20/52;G06V40/23,,Smith; Craig Douglas et al.,Smith; Craig Douglas,18/847234,2023-03-14,,,1/1,,Smith; Craig Douglas,,,45.848125,,20250200488,A1,US-PGPUB,20250200488
checked,,120,,,,,,,US 20250196851 A1,2025-06-19,96023767,34,CONNECTED VEHICLE SAFETY CONDITION DETECTION,B60W30/18154;B60W30/09;H04W4/46;B60W50/14;B60W30/0956,B60W2556/65;B60W2520/10;B60W2554/4041;B60W2554/802;B60W2555/60,KATKOORI; Srinivas et al.,,18/986578,2024-12-18,,,1/1,,UNIVERSITY OF SOUTH FLORIDA,,,14.625715,,20250196851,A1,US-PGPUB,20250196851
checked,,121,,,,,,,US 20250187616 A1,2025-06-12,81306789,13,A METHOD FOR ASSISTING IN THE OPERATION OF A MALFUNCTIONING AUTONOMOUS VEHICLE,G08G1/096725;G08G1/087;G08G1/0141;B60W60/00186;G08G1/096783;B60W50/029;B60W50/0205;B60W60/0015;G08G1/0112;G08G1/166;G08G1/0145,G08G1/164;B60W2556/65;B60W2720/10;B60W2720/106;B60W2050/0215;B60W2300/12,HAGVALL; Linus et al.,Volvo Autonomous Solutions AB,18/846514,2022-03-16,,,1/1,,Volvo Autonomous Solutions AB,,,16.058407,,20250187616,A1,US-PGPUB,20250187616
checked,,122,,,,,,,US 20250182595 A1,2025-06-05,95851722,19,Evacuation System,G08B7/066;G01C21/206;G08B5/36,,Wong; Ho Yin et al.,,18/526306,2023-12-01,,,1/1,,Gabes Limited,,,15.625111,,20250182595,A1,US-PGPUB,20250182595
checked,,123,,,,,,,US 20250170921 A1,2025-05-29,80623548,10,Electro Vehicle Charging Infrastructure,B60L3/0023;B60L3/0046;B60L53/14;B60L53/305;B60L53/66;B60L53/68;G01R31/007;G01R31/3648;H02J7/42;H02J7/80,B60L2240/545;B60L2240/547;B60L2240/549;B60L2260/46;G01R31/389;G01R31/392;G01R31/52;H02J13/12;H02J2105/37;Y02T10/70;Y02T10/7072;Y02T90/12;Y02T90/167,Geelen; Ruud,Siemens Schweiz AG,18/842863,2023-02-14,,,1/1,,Siemens Schweiz AG,,,14.492107,,20250170921,A1,US-PGPUB,20250170921
checked,1,124,,,,,,,US 20250164633 A1,2025-05-22,95716266,11,COMPLEX SCENE DEFORMATION MONITORING AND CLASSIFYING METHOD BASED ON INSAR AND DEEP LEARNING SELF-ATTENTION MODEL,G01S13/9023,,MA; Peifeng et al.,,18/420836,2024-01-24,,,1/1,,MA; Peifeng,,,25.54678,,20250164633,A1,US-PGPUB,20250164633
checked,,126,,,,,,,US 20250155960 A1,2025-05-15,95564649,8,METHOD FOR APPLYING LEARNING MODEL-BASED POWER SAVING MODEL IN INTELLIGENT BMC,G06F1/206;G06F1/3296,,AN; Jae Hoon et al.,Korea Electronics Technology Institute,18/897221,2024-09-26,,,1/1,,Korea Electronics Technology Institute,,,11.091711,,20250155960,A1,US-PGPUB,20250155960
checked,,127,,,,,,,US 20250139581 A1,2025-05-01,93430724,15,PREDICT AND MANAGE IMPROVISATION IN CONSTRUCTION SITES FOR ENHANCING SAFETY RISK ASSESSMENT,G06Q50/08;G06N20/00;G06Q10/06313;G06Q10/0635;G06Q10/103,,Altakrouri; Bashar et al.,SAUDI ARABIAN OIL COMPANY,18/498726,2023-10-31,,,1/1,,SAUDI ARABIAN OIL COMPANY,,,32.31024,,20250139581,A1,US-PGPUB,20250139581
checked,,128,,,,,,,US 20250136060 A1,2025-05-01,95485055,114,SERVERS AND SYSTEMS FOR AN INTELLIGENT ANTI-COLLISION VEHICLE WASH,B60S3/04;G05B13/028;B60S3/004;G06T7/0002;G06T7/73,G06T2207/20081,Fazio; Paul et al.,,18/928903,2024-10-28,,,1/1,,"SONNY'S ENTERPRISES, LLC",,,23.507286,,20250136060,A1,US-PGPUB,20250136060
checked,,129,,,,,,,US 20250129552 A1,2025-04-24,81307822,12,ROAD WITH REINFORCED ROADSIDE,E01C11/165;E01C3/00;E01C7/18;E01F15/0476,E01F15/0461,Niederkofler; Hannes,RT STRATEC RT S.R.L,18/834768,2023-01-27,,,1/1,,RT STRATEC RT S.R.L,,,8.926817,,20250129552,A1,US-PGPUB,20250129552
checked,,130,,,,,,,US 20250128101 A1,2025-04-24,95400439,38,SYSTEMS AND METHODS OF AUTOMATED SPRINKLER SYSTEM DIAGNOSTICS AND TESTING,A62C37/50;G05B15/02;G05B23/0216;G05B23/0272,G05B2219/163;G05B2219/2614;G05B2219/2625,Nercessian; Jesse D. et al.,,18/919299,2024-10-17,,,1/1,,Tyco Fire & Security GmbH,,,10.501917,,20250128101,A1,US-PGPUB,20250128101
checked,,131,,,,,,,US 20250124198 A1,2025-04-17,95340623,79,APPARATUS FOR MANAGING SMOKE RELATED ASPECTS OF A BUILDING DESIGN PLAN,G06F30/27;G06F30/13;G06F30/12;G06F30/18,,Foley; Matthew et al.,"CodeComply.Ai, Corp.",18/999973,2024-12-23,,,1/1,,"CodeComply.Ai, Corp.",,,15.650701,,20250124198,A1,US-PGPUB,20250124198
checked,,132,,,,,,,US 20250124373 A1,2025-04-17,95340720,24,WIRELESS INTELLIGENT SITE EVALUATION,G06Q50/08;G06Q10/063114,,Shanbari; Hamzah A.,,18/888818,2024-09-18,,,1/1,,Dysruptek LLC,,,35.51502,,20250124373,A1,US-PGPUB,20250124373
checked,1,133,,,,,,,US 20250124787 A1,2025-04-17,95340895,28,TECHNIQUES FOR AUTONOMOUS VEHICLE ACCIDENT MITIGATION,G08G1/0133;G08G1/096725;B60W60/001;G08G1/0112;G08G1/0116;G08G1/0129;G08G1/0145;G08G1/04;G08G1/096783;G08G1/166,B60W2556/50;B60W2720/10,Liu; Liu et al.,"PlusAI, Inc.",18/912014,2024-10-10,,,1/1,,"PlusAI, Inc.",,,25.94835,,20250124787,A1,US-PGPUB,20250124787
checked,,135,,,,,,,US 20250116535 A1,2025-04-10,88295831,17,EDDY CURRENT SENSOR INSPECTION WITH AI,G01D5/20;G01S13/885;G01B7/12;G01V3/081;G01V3/165;G06N3/08,,BERCHTOLD-BUSCHLE; Martin et al.,HEXAGON TECHNOLOGY CENTER GMBH,18/907589,2024-10-06,,,1/1,,HEXAGON TECHNOLOGY CENTER GMBH,,,22.15081,,20250116535,A1,US-PGPUB,20250116535
checked,,136,,,,,,,US 20250117703 A1,2025-04-10,89429045,9,MONITORING AI INFRASTRUCTURE,G06N3/063;G06N20/00,,Arkin; Jed,,18/901862,2024-09-30,,,1/1,,Arkin; Jed,,,26.5138,,20250117703,A1,US-PGPUB,20250117703
checked,,137,,,,,,,US 20250115283 A1,2025-04-10,95252706,30,RAILROAD CROSSING BLOCKAGE DETECTION AND NOTIFICATION SYSTEM,B61L23/30;B61L27/57;B61L27/70;H04L67/02;H04L67/10;H04W4/14;H04W4/90,B61L23/041,LaValley; Zachery et al.,,18/759647,2024-06-28,,,1/1,,"RAPIDSOS, INC.",,,22.275822,,20250115283,A1,US-PGPUB,20250115283
checked,,138,,,,,,,US 20250118069 A1,2025-04-10,95253383,26,"SYSTEMS AND METHODS FOR ENHANCED UTILITY LINE AND POLE DETECTION, CLASSIFICATION, AND INSPECTION USING LIDAR POINT CLOUD DATA",G01S17/86;G01S17/89;G01S7/4802;G06T3/4023;G06T7/70;G06V20/176,,More; Randal K. et al.,,18/376578,2023-10-04,,,1/1,,"Osmose Utilities Services, Inc.",,,18.05085,,20250118069,A1,US-PGPUB,20250118069
checked,,139,,,,,,,US 20250111677 A1,2025-04-03,87472645,60,"NEW NON-INVASIVE FULLY AUTOMATED SYSTEM IDENTIFYING AND CLASSIFYING VEHICLES AND MEASURING EACH VEHICLE'S WEIGHT, DIMENSION, VISUAL CHARACTERISTICS, ACOUSTIC PATTERN AND NOISE IN REAL-TIME WITHOUT INTERFERING WITH THE TRAFFIC",G06V20/54;G01G19/024;G01G19/03;G01M5/0008;G01M5/0066;G01M5/0091;G06V10/454;G06V10/82;G08G1/015;G08G1/017;G08G1/0175;G08G1/04,G06V2201/08,Larigani; Shervin Taghavi,STL Scientific LLC,18/833159,2023-01-25,,,1/1,,STL Scientific LLC,,,10.476051,,20250111677,A1,US-PGPUB,20250111677
checked,,140,,,,,,,US 20250111282 A1,2025-04-03,95156680,27,ALARM MONITORING AND EVALUATION SYSTEMS AND METHODS,G06F18/23;G06N20/00;G06F9/451,,SCHOLTEN; Anno et al.,"CBRE, INC.",18/899844,2024-09-27,,,1/1,,"CBRE, INC.",,,30.607504,,20250111282,A1,US-PGPUB,20250111282
checked,,141,,,,,,,US 20250111668 A1,2025-04-03,95156994,21,FIRE RISK DETERMINATION,G06V20/188;G06V10/44;G06V20/176;G06V10/945;G01C11/04,G01C21/3852,LO; Kitty Ka Yi et al.,Nearmap Australia Pty Ltd,18/895944,2024-09-25,,,1/1,,Nearmap Australia Pty Ltd,,,32.21736,,20250111668,A1,US-PGPUB,20250111668
checked,,142,,,,,,,US 20250091592 A1,2025-03-20,94976645,6,Roadway Sign for Autonomous Vehicle Sensor Calibration,G06T7/521;B60W50/0205;G06V20/582;G01S7/497;G06T7/80;G01S17/86;G01S17/931,B60W2420/408;B60W2050/0083;B60W60/00;G06T2207/20081;G06T2207/30252;B60W2050/0215;G06T2207/10028,Loccisano; Vincent,,18/960994,2024-11-26,,,1/1,,Loccisano; Vincent,,,18.841423,,20250091592,A1,US-PGPUB,20250091592
checked,,143,,,,,,,US 20250085189 A1,2025-03-13,87073274,12,SYSTEM AND METHOD FOR FACADE OPERATIONS WITH ROBOTICS CARRIERS,B25J11/0075;B62D57/024;B25J13/088;G01M7/025;B25J9/0078;B62D57/04;B25J19/02;B25J9/104,,LAU; Darwin Tat Ming et al.,,18/725918,2023-01-06,,,1/1,,The Chinese University of Hong Kong,,,19.079214,,20250085189,A1,US-PGPUB,20250085189
checked,1,144,,,,,,,US 20250083909 A1,2025-03-13,94876300,20,"Apparatus and Devices for Moving, Transporting, and Storing Porch Bots",B66F9/07;B60P1/4414;B65G67/02;B66F9/06;B65G67/20;B60P1/4421;B66F9/00;B66F5/00;B66F7/00;B60P1/5438;B60P1/5442,G05B2219/2641,Candelario; David M.,,18/957215,2024-11-22,,,1/1,,Candelario; David M.,,,11.415503,,20250083909,A1,US-PGPUB,20250083909
